MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Delta_MFCC_1,Delta_MFCC_2,Delta_MFCC_3,Delta_MFCC_4,Delta_MFCC_5,Delta_MFCC_6,Delta_MFCC_7,Delta_MFCC_8,Delta_MFCC_9,Delta_MFCC_10,Delta_MFCC_11,Delta_MFCC_12,Delta_MFCC_13,Delta2_MFCC_1,Delta2_MFCC_2,Delta2_MFCC_3,Delta2_MFCC_4,Delta2_MFCC_5,Delta2_MFCC_6,Delta2_MFCC_7,Delta2_MFCC_8,Delta2_MFCC_9,Delta2_MFCC_10,Delta2_MFCC_11,Delta2_MFCC_12,Delta2_MFCC_13,Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,Label
-506.82162,88.17982,22.17756,6.162061,13.295619,-1.5422587,-13.687409,-18.249424,-1.5776604,-10.766526,1.5291841,-3.901704,6.0371056,-1.1626302,1.4648147,-0.75440276,-0.20598048,0.62226415,0.4588392,0.43655553,0.27260554,0.052933186,0.23854823,0.110204734,0.02219734,-0.35532415,-1.3781528,0.08212409,-0.09149001,0.16429904,0.02004615,-0.048281547,0.061500408,0.040565886,0.020833792,0.010564976,0.055522982,0.12149858,-0.08494664,0.0139693655,1335.0436417725002,1472.559551621099,2219.7646103896104,0.10203809862012987,5
-380.02353,88.35005,32.38129,38.062763,11.997293,0.6220045,3.4895997,-4.4090652,2.8686926,-1.9867036,-3.2135139,-4.550227,-3.1130157,-0.1379176,-0.032934446,0.0655031,-0.024047323,-0.07046664,-0.0073902803,0.053315725,4.9628117e-05,0.018077103,0.07200911,0.02739957,-0.015581524,0.015253052,-0.19154029,-0.005392848,-0.01807283,-0.0143433325,0.014322356,0.0077035893,0.021608265,0.010170756,-0.020701222,-0.0023550985,0.01576409,0.010508654,0.0038524189,0.013529369,1558.5172060668265,1940.0335375259094,3648.120777027027,0.07794354413006757,5
-403.01706,107.97249,42.975506,21.803751,8.808198,7.0042887,3.427497,-2.6497872,-0.697207,1.7935083,-3.8114138,-0.44068077,-3.4193814,0.7647729,-0.051072862,-0.14291106,0.1771048,-0.054616574,-0.09727012,0.05017987,-0.1711645,-0.09786907,0.13108395,0.02459488,0.06801277,-0.0027118686,0.16127774,-0.103670284,-0.081731796,0.07513947,-0.10651798,-0.17272611,-0.027500035,-0.0831735,-0.11639149,-0.026525963,0.05790555,0.02016307,0.0060747433,0.0076871407,1316.6650166096317,1934.9435502890294,3227.2028688524592,0.05603227459016393,5
-715.00946,58.27457,13.990716,20.753004,6.839466,8.207242,-7.0803866,-5.2501187,0.7125139,0.71186054,-2.7900186,0.9906259,1.412937,0.08668188,0.11620232,0.10301222,0.08189481,0.05487212,0.026238373,0.0019284657,-0.017707946,-0.031212125,-0.03975593,-0.04179005,-0.030424446,-0.015555018,-0.007458278,-0.00768498,-0.0017153195,-0.0017610788,-0.005818469,-0.01182213,-0.014475652,-0.014125748,-0.014114567,-0.012686281,-0.0073238206,0.0024935433,0.010771483,0.0014796153,1942.9285532527358,2011.6068094821528,4421.107700892857,0.22104753766741073,5
-515.52527,83.42101,26.919043,16.862484,18.4715,8.481259,-10.384964,-22.319664,-5.968206,-15.488643,3.214865,-3.371924,10.609996,-0.72109574,0.40152287,-0.49577978,0.6827342,0.48961455,0.3159325,-0.075307526,-0.22587872,0.5250836,0.2450426,-0.06819343,-0.08503056,-0.18949218,-1.3973317,-0.2888,-0.19788194,0.13984135,-0.06080765,-0.07576692,-0.024877314,0.22238876,0.25916392,0.085794464,0.20859359,0.047837496,0.08600458,0.009997526,1385.2730975457462,1569.8420804656628,2314.903846153846,0.09130233373397435,5
-793.7207,35.94279,0.5505575,8.808077,-4.7243466,2.669991,-16.793196,-5.853293,-3.6074293,-1.9025639,-6.151482,0.5657661,-2.381149,0.46073574,0.20550378,0.10593928,0.08558363,0.008930012,0.0057216035,-0.091223605,-0.06823847,-0.007985829,-0.013301753,-0.016214604,0.069161706,0.027162638,-0.103670016,0.00050163595,-0.023278201,-0.040434714,-0.01686104,-0.07520906,-0.015890572,-0.0066912994,-0.013392258,0.027659258,0.008046544,0.011108214,0.016073516,0.00058116444,1947.8911207738697,1473.0638224034144,3669.2230504587155,0.29524440940366975,5
-399.22363,122.59329,40.781723,22.56074,12.336054,1.2351935,-1.2128478,-5.579205,-0.8732536,1.2852306,-2.2843373,-1.488047,-3.6193092,0.22363408,0.028364774,-0.12080375,-0.06783095,0.04135058,0.003359542,-0.0040433677,0.054855276,0.065655954,0.01454125,-0.042090345,0.018848531,-0.07536968,-0.020687046,0.043696325,-0.09001061,-0.015402713,0.013251916,-0.037127096,-0.0014337782,0.011974619,0.009032942,-0.053634264,-0.026699318,-0.033640124,-0.05584357,0.011353895,1066.5811529353532,1679.3777735941117,2114.5355504587155,0.04960758314220184,5
-406.16037,109.44334,47.098263,28.085703,5.8112316,8.780419,2.191543,-11.220806,-2.3154392,1.538713,1.1200552,-5.033716,-6.2357,0.14786068,0.0758679,-0.004149971,-0.09571997,-0.005880126,0.0506171,0.045760952,0.053082336,-0.10736344,-0.068727344,-0.020311182,0.02703904,-0.013217903,-0.1707123,0.029525366,0.049361,-0.087864906,-0.053826272,0.038020734,0.020855725,-0.014706835,0.04894394,0.006154737,-0.015917197,-0.03661581,-0.037343934,0.007912992,1279.2630688849745,1892.6967510970305,3151.969178082192,0.058439907962328765,5
-354.09027,108.31365,32.555237,22.789762,2.884251,-1.4938793,4.075896,-6.7046537,-2.9534366,-0.94100887,-0.75840354,3.93126,-8.145479,0.39285097,-0.2283916,-0.04036607,-0.081204064,-0.1564569,0.08809854,-0.03650508,-0.13199395,0.05054937,0.034322534,-0.07500681,-0.018900385,-0.051002957,-0.13730176,0.03246004,0.010273838,-0.051103454,-0.04071938,0.053821012,0.011618877,-0.1129246,0.040897757,0.050914288,-0.058118016,-0.031983964,0.08535175,0.02460823,1422.6070480996052,1855.2357357345334,3319.097222222222,0.07953016493055555,5
-380.32953,67.0877,27.074286,11.691905,-6.8301067,11.083364,-12.741713,1.0572145,-6.2512665,-6.138677,-2.1325436,0.37755832,2.4429753,-0.7393894,1.3199269,-0.7703337,0.049714964,-0.16922104,0.61307096,0.36859012,0.09943365,0.3276085,-0.1591253,0.122745655,-0.0720271,0.122161105,-1.1071529,0.17464592,-0.12715368,0.11036046,-0.16423982,-0.04720068,-0.1406653,0.024420943,-0.09332284,-0.11731566,0.03145953,0.009608678,0.036338236,0.03360866,2089.2989553910083,1637.3253203686752,3473.458904109589,0.171607448630137,5
-501.96356,77.27173,15.758435,8.316648,22.26137,-0.08850837,-23.432503,-13.885839,-3.106426,-8.428026,0.14893256,-1.2576236,4.720859,3.5144362,2.2194195,-0.15620264,-0.21709867,0.51532406,0.24069935,-0.9568176,-0.6332191,0.046718456,-0.3521744,-0.36892307,-0.18802744,0.008574929,-1.2138304,-0.013358454,0.038980734,0.28376955,0.25973076,0.091441475,0.18581949,-0.0162553,0.10443008,-0.033088382,-0.16157754,0.11336196,-0.014719968,0.014471044,1535.7892873709065,1603.2619211261047,2896.0640822784812,0.10370722903481013,5
-437.36984,104.237305,38.420944,14.716879,11.360807,13.002783,1.6526653,-2.8344245,0.7125422,4.3869863,1.6045592,-4.859555,0.7500477,0.271903,0.08004534,-0.15453817,0.043985758,-0.0028781954,0.04447878,0.067471825,-0.16619037,-0.003346428,0.058624014,0.07162068,-0.05789152,-0.11708092,-0.15637776,0.026313156,-0.1334946,-0.12500757,-0.033423595,0.11291289,0.013657607,-0.10685619,-0.012072531,0.052248053,-0.021753684,-0.12949397,-0.00980049,0.0066505815,1438.2948637455258,1902.865796232349,3140.625,0.07416773554104478,5
-651.4712,35.536705,-12.389829,11.399673,-13.889487,-13.6785555,-18.08343,-16.508791,-5.1136193,-8.820208,-1.7286025,-5.1998086,-5.3437505,6.4655886e-08,3.2327943e-08,3.6368935e-08,2.0204965e-08,0.0,1.6163971e-08,3.2327943e-08,1.6163971e-08,-8.081986e-09,0.0,1.0102482e-08,-4.040993e-09,-4.040993e-09,3.232794e-08,-3.2327943e-08,1.6163971e-08,0.0,-1.2122978e-08,0.0,4.040993e-09,1.2122978e-08,1.6163971e-08,0.0,8.081986e-09,8.081986e-09,0.0,0.0026354676,2166.104939230201,1671.8926687142407,4044.2929025423728,0.3494562698622881,5
-620.4235,54.145744,-9.867149,22.550919,-0.7511227,-2.9616094,-18.0103,-9.44323,4.1949787,-7.6499124,-5.490428,0.9290387,-0.30942026,1.0879446,0.17274116,-0.39979312,0.02836303,-0.079146594,-0.19744013,-0.45593682,-0.22673781,-0.0026683854,-0.22508101,-0.17855136,0.0017210528,-0.034765903,-0.11433797,0.18779194,0.074499354,0.08561057,0.0903864,-0.021441989,-0.04113026,-0.007080821,0.015760217,-0.05013982,-0.0072566527,-0.00083399325,0.0114143845,0.0033713155,1790.59929631135,1740.254068433688,3676.9729872881358,0.15770242981991525,5
-415.05417,115.096306,47.616085,21.035858,12.906459,8.647689,1.760105,-3.4465866,1.7743067,4.6270175,-1.0876471,-1.8873988,-2.2541819,0.50655884,0.22642873,-0.26330262,-0.23851481,0.022049911,0.07457082,0.012140081,0.0064673075,0.09769888,0.07694141,0.00010745749,-0.04406942,0.04571233,-0.4867247,-0.0469879,0.08206018,-0.09380943,-0.02353258,0.033192288,-0.04432012,0.049859285,0.13657656,0.06734247,0.022582047,-0.0059365523,-0.033527948,0.0071082604,1202.759330889296,1865.8597071217048,2672.65625,0.053873697916666664,5
-415.8093,115.064995,48.958397,17.95127,9.412742,4.0258255,-0.693002,-0.66460216,0.54172033,1.512335,-0.33113384,-1.8852185,0.14452393,0.3118944,-0.0593634,-0.0981095,0.24934544,0.0840038,-0.04374737,-0.013350269,0.038746964,0.07810903,0.082968146,0.04714102,0.05279276,-0.110249154,-0.24765271,0.0312965,-0.084757276,-0.0337131,0.07967954,-0.024652148,-0.09995883,-0.11367332,-0.031554073,-0.03296865,-0.0417068,0.012573326,-0.07699531,0.0067336755,1236.1707582162433,1903.5409465656412,2909.6174568965516,0.05717941810344827,5
-696.8244,43.773735,11.321824,11.754995,-10.579699,-4.9879856,-13.103261,-3.631596,-8.146713,-1.4120815,-4.8633204,-1.0530407,-2.9046142,0.18092698,0.22250873,0.16773398,0.11090122,0.06895418,0.046289958,0.022304706,0.0024490466,-0.025130149,-0.042871777,-0.029858023,-0.0063897865,0.007194362,-0.06597351,-0.075144276,-0.053690095,-0.030572632,-0.007517142,-0.006730779,-0.006093817,-0.002781489,0.0024323657,0.009784726,0.0026271262,-0.00559803,-0.012136849,0.001661882,2654.481387525986,1972.0600790187334,4879.607371794872,0.3568751669337607,5
-408.03433,106.04352,47.74355,29.02188,13.781987,10.781917,3.0646322,-1.0925803,-1.3432472,-1.7593381,2.0232215,1.985006,-5.1238856,0.019121848,0.092086144,-0.055609602,-0.12514152,0.018092724,0.013977216,0.018964408,0.09448155,-0.045507707,-0.03184097,0.05578075,-0.05583133,-0.028569354,-0.107495636,0.036289465,-0.15350567,-0.06936154,-0.037852537,-0.0016204399,-0.0059780986,-0.023310537,0.0040080235,0.04520758,0.055211607,0.05939636,0.031454932,0.008547,1244.6407032746586,1881.628255692447,2845.6003289473683,0.05434056332236842,5
-360.8947,68.21694,30.615276,13.459992,-7.136662,12.697453,-14.89765,-0.5178166,-6.5981336,-2.6036782,-3.1310365,0.68920773,3.0084286,-0.6972655,-0.045410268,-0.23590538,0.023679607,-0.6273238,0.12082321,-0.3473967,0.020871604,-0.0777268,0.14859402,-0.02638014,0.16182302,0.15296729,-1.1682432,0.6972904,-0.7244416,0.15528323,-0.3066212,-0.09210111,0.10509329,0.14862677,0.22829922,-0.27668932,-0.020131718,0.018025147,0.041134838,0.034469917,2188.4525665841493,1746.7027209748005,3823.709239130435,0.18090466485507245,5
-455.1388,110.595474,43.70852,21.977364,17.952068,12.651646,0.86439073,2.888179,-0.4781872,-4.2140574,1.0413803,-1.7836798,-0.59802514,-0.29515487,0.03777045,0.029390333,-0.07349839,-0.024362842,-0.0011429238,-0.046089545,0.00077564566,0.0880921,0.024273895,0.048341718,0.053286847,-0.10855459,0.18319318,0.009626046,-0.16873519,0.022099065,-0.037264366,0.017675549,0.035334125,-0.056225654,0.023907783,0.014920762,-0.012083295,-0.009524596,-0.044072114,0.0057816487,1212.85531557829,1868.5714608729281,2666.061046511628,0.048459075218023256,5
-626.3337,126.78305,22.587996,38.787155,1.7998774,-13.148239,-5.5722947,-1.5680275,-13.763206,-3.1196992,-4.543045,3.2819026,2.6634848,-0.24118353,0.17006217,-0.055935036,-0.09599241,0.132248,-0.0979031,0.101380885,-0.062106505,0.03955056,0.0724272,-0.031420693,-0.06488746,-0.09077998,0.28171027,-0.010054397,-0.010561088,0.053721968,0.0038824412,0.03392984,-0.024287349,0.014281907,-0.029613415,-0.0031150084,0.0037344447,0.033812515,0.06717306,0.00401423,895.0407146754137,1259.4956765521224,1665.8653846153845,0.02744891826923077,5
-457.5047,116.579056,43.040676,20.436363,19.684399,8.795644,-2.2382195,-0.16535056,1.3809681,-2.7039602,2.5653286,-0.2273699,-4.312938,0.30561242,0.04218667,-0.15536074,-0.17147243,-0.0504125,0.12251274,-0.10147706,0.013881362,0.11060736,-0.025943814,0.031609844,0.09054388,-0.03432786,-0.22154716,0.09315698,-0.0054491353,-0.0064752167,0.004528568,0.05581807,0.049943294,0.0040348843,0.029688884,0.060684007,0.04265478,0.08504312,0.026519263,0.0054484946,1224.0822911332752,1803.5833822744198,2491.691468253968,0.05863250248015873,5
-599.5286,30.686129,-6.819152,0.8296392,-17.001955,-8.261435,-20.332275,-6.9973564,-7.715036,-6.1769447,-3.8664615,-5.7211833,-5.202589,-0.0041030357,-0.0057754666,-0.0056940927,-0.0055601886,-0.005376234,-0.0051454348,-0.004872143,-0.004561194,-0.0042181714,-0.0038489944,-0.0034600953,-0.003057993,-0.0026492162,0.0030034261,0.0042263507,0.0041643684,0.0040621725,0.003921769,0.0037455745,0.0035367464,0.0032990584,0.0030366995,0.0027542533,0.002456762,0.00214933,0.00183721,0.0043625836,2692.333609429833,1901.9415414773725,4870.85597826087,0.3505095108695652,5
-529.79254,78.62421,28.258236,22.255482,18.113981,-8.30152,-14.418058,-11.941447,-0.47783032,-11.034981,-3.0494232,-3.1953652,4.110157,-0.2901102,2.396073,0.4956901,0.1814783,0.27862683,-0.2778214,0.51698285,-0.024846876,-0.44596672,-0.18989266,-0.55169296,-0.1376126,-0.25690606,-1.5922924,0.042268,-0.086794116,-0.007705585,0.32872406,0.2291634,0.117194355,0.13249338,0.07260331,0.027841572,0.05151857,-0.012793227,0.10927914,0.0098452205,1435.8290599559173,1606.2097118960423,2564.1447368421054,0.10282175164473684,5
-365.13474,112.8318,17.274847,20.055113,9.2249365,-3.3070295,-6.011869,-9.456338,-6.410625,-11.04857,2.8213427,-5.0470104,-5.594614,0.16587503,0.38934585,-0.1681294,-0.076813966,-0.07515706,-0.14586519,-0.02502516,0.012115136,0.034503866,0.24960795,-0.07522884,-0.036460914,-0.06342914,-0.5667939,0.030392079,0.019531298,0.045683492,0.076254226,0.08936563,0.11922706,-0.035188403,0.06994442,0.11457138,-0.10176758,-0.04985397,-0.03846043,0.010183194,1423.2902250974712,1742.4342000430677,2831.1079545454545,0.0837979403409091,5
-429.5554,99.65729,50.00889,28.040642,15.066832,5.725399,0.50111586,-2.8930433,1.8668342,0.82308775,-3.0534127,-5.3209047,-5.564494,0.17601457,0.0462136,0.021327475,0.15343529,0.08664093,-0.02909655,0.062952705,0.027055342,0.009836764,0.08993107,0.048905913,0.024919102,-0.063955724,-0.22247809,0.010349318,-0.07050982,-0.035331804,0.0148548335,-0.08563254,-0.05661869,-0.0035508117,0.008725521,0.0010159758,0.03252108,0.011284921,0.021348266,0.0073090657,1388.3417867215999,2003.346287323041,3467.996987951807,0.06395307793674698,5
-379.10504,71.619194,29.485638,19.851173,-8.065921,14.37235,-16.005827,4.3746986,-7.577705,-1.4392041,0.9248509,-4.6034155,7.008477,1.0504941,-0.22585377,0.12627295,-0.005990822,-0.5916308,0.33055556,-0.34603497,-0.1254067,-0.019653525,0.04899464,-0.01586283,-0.11004662,0.11321064,-0.6883067,0.48760027,-0.28760073,0.38919613,-0.13563158,-0.020574415,-0.0022355847,0.25040334,0.08120132,-0.079192184,-0.120273724,0.0045329398,0.08036537,0.034009825,1996.2906365118579,1660.02157383265,3519.6428571428573,0.14697963169642858,5
-425.80777,108.30172,53.466805,25.700222,15.375875,9.645183,0.77110845,-2.995756,1.2550142,0.14109352,-3.4161873,-2.9848168,-4.2754264,0.17874213,0.014000461,0.025854554,0.02455797,0.043496523,-0.014919701,0.008067366,0.0052787066,0.022251602,0.0034728318,0.02245112,-0.017468572,0.026953008,-0.07354469,0.027469873,-0.041111246,-0.08911359,-0.04628765,0.012044213,-0.016997142,0.0015683355,-0.02223581,0.023247259,-0.029722594,-0.03451916,-0.034492053,0.0071213986,1242.8711911613611,1947.9536168496804,3062.279929577465,0.05078125,5
-524.06244,95.88426,27.834429,13.748204,12.548503,-0.6112592,-20.356852,-19.45926,0.93561095,-17.245766,-2.7013974,-4.4884553,-2.4622524,1.0510124,-1.8563975,-1.0980814,0.042057525,0.25704017,0.4362042,-0.086399995,0.21138299,0.5864868,0.2624336,0.10034261,0.36983666,0.19349036,-1.2012157,0.45181403,-0.056403194,-0.07626409,-0.11430497,-0.28559008,0.12324608,0.13562816,0.027088055,0.1530371,0.031155962,0.044906247,0.12968904,0.011203978,1275.2032362711893,1464.5394825677577,2232.492469879518,0.0875023531626506,5
-382.88773,103.564896,44.517925,32.169445,4.131246,0.43154284,-17.564072,-9.23805,0.5041074,6.185316,-4.33626,1.3331596,-2.4193072,-0.22359553,-0.04264643,0.098149754,-0.003258377,0.007048604,-0.079629056,0.018491294,0.022460364,0.0013504489,-0.021324582,-0.024187457,0.03864035,0.027711835,0.6290844,0.18347012,-0.13867764,-0.008829022,0.056431934,0.04002853,0.042253587,0.01675817,-0.0142839085,0.039547864,-0.016260277,-0.0075535774,-0.014930728,0.078974806,743.4241260000172,1084.8726948171775,1324.8487903225807,0.015472740255376344,5
-454.1314,105.707565,45.91034,19.019676,22.212988,17.789589,-0.104366936,3.2148907,3.19238,-1.3096477,-2.6522508,-4.5648994,-0.5700058,0.2782905,0.05496378,-0.0786338,-0.01881173,0.022064615,-0.05758186,-0.0684056,-0.03210006,0.018339405,0.07624332,0.051303126,-0.07503731,-0.024327246,-0.07422765,-0.0056502116,-0.07870736,-0.062428102,-0.07912906,-0.038013488,0.008263372,0.009559631,-0.027062908,0.049129464,0.04397824,-0.025770204,0.0033025627,0.0061797015,1339.3058177740893,1918.457573300553,2801.125919117647,0.059649299172794115,5
-385.92914,62.19124,37.34544,17.346415,-3.2003233,2.7644038,-20.110983,-2.927022,-11.816737,-8.404437,-1.0720539,1.5206146,1.0409619,0.18384609,3.3684716,0.12866075,-0.12161863,-0.29703614,0.39027643,0.07189512,-0.33461973,-0.19916768,-0.44053775,-0.3493305,-0.20826395,-0.2634413,-0.2723063,0.528798,-0.14787756,0.47914994,0.07895158,-0.27018067,-0.21485682,0.16281436,0.013413195,-0.2401478,-0.06322216,-0.08641707,0.11409986,0.029288866,2257.555589553693,1631.9519498656282,3633.7453358208954,0.2081827192164179,5
-580.857,50.467297,-11.986974,19.885777,2.8218737,-2.7823074,-0.8795809,-6.924259,1.4166095,-2.4282737,-2.6594076,0.70113945,-1.0314456,0.1600239,0.0126270875,-0.18538326,-0.021244502,0.09059611,-0.07188474,-0.17397386,-0.051861275,0.015621165,-0.070287704,-0.09254979,-0.027122475,0.022312166,-0.024117678,0.03577554,0.08453457,0.030948307,0.01753713,0.0468884,0.041430034,0.010768478,0.011266148,0.028988233,0.023281954,0.022388544,0.01168997,0.005998732,2125.2969272068963,1880.0716557550084,4284.90990990991,0.24945893158783783,5
-607.47,47.077034,-4.792647,14.60579,-1.8017434,-5.2526927,-10.085376,-18.825283,-10.671868,-0.82557684,-9.259229,1.5671629,-8.888569,6.52085e-08,0.0,0.0,-4.0755315e-09,0.0,0.0,-8.151063e-09,-8.151063e-09,0.0,-1.6302126e-08,1.3245477e-08,4.584973e-09,8.151063e-09,3.2604248e-08,0.0,0.0,-1.6302126e-08,3.260425e-08,0.0,0.0,0.0,-8.151063e-09,0.0,-1.2226594e-08,1.0188829e-09,-8.151063e-09,0.0051084366,2423.478982521326,1893.7935907435342,4602.163461538462,0.3551181891025641,5
-414.13004,108.89916,50.470768,24.22061,10.240263,8.263799,0.6648026,-2.488044,-1.552437,1.4285368,3.4177365,-2.2699916,-1.6276453,-0.34490067,-0.10838099,0.26925576,-0.092595786,-0.073258005,0.042671245,0.0735747,-0.095174275,-0.08809025,0.044136338,0.0329809,-0.063295394,-0.033710666,-0.14506015,-0.098963246,-0.092650294,0.0080785835,-0.017159099,-0.07321778,-0.07261495,0.038153477,0.08313833,-0.0038306108,-0.01714695,0.008466855,0.050873157,0.0085120695,1258.263055882226,1890.1229092343972,2862.155720338983,0.055440611758474576,5
-455.41168,103.2616,50.32999,20.244099,17.348217,17.054255,6.376725,1.4190246,-0.74700993,-1.3275317,0.3668315,-1.1864178,-0.95296794,0.016412066,-0.018239964,0.025944926,0.03304464,0.028014919,0.01261992,-0.029897312,0.05595742,0.006856975,0.05051444,-0.004217905,-0.056355227,-0.01316739,-0.06384848,0.037896734,-0.0789918,0.04342083,0.040311284,0.058134522,0.032218248,0.010965027,0.09135316,0.044830136,-0.029639233,-0.09105893,0.0058791,0.005714566,1336.1219496269568,1972.263333302193,3161.013719512195,0.059594131097560975,5
-490.43253,78.66794,11.4443865,17.623991,20.095211,-2.88033,-25.086157,-23.008293,1.962,-10.424293,-0.3751711,-4.474102,5.8249083,-0.12776412,1.915006,-0.15382846,-0.13967453,0.5534697,0.23154776,-0.12954359,-0.40619135,-0.16168645,0.08411797,-0.16364695,-0.20021614,-0.22866265,-2.399785,-0.27655092,0.12607212,0.63425964,0.19060312,-0.041106343,0.2320702,0.1347761,0.069030724,-0.09443259,-0.039370243,0.032097165,0.010562186,0.0092363255,1749.662586556712,1560.115856515411,3072.238869863014,0.14193600171232876,5
-524.56476,83.93201,16.59009,16.911974,23.405668,0.932752,-21.56744,-20.063969,-0.19993599,-11.94183,0.57042813,-4.9787316,2.71343,-0.81381214,1.5465393,-0.2736112,0.4881799,0.5427108,-0.3599735,0.075828195,-0.121322185,-0.19827548,-0.055719413,-0.40893242,-0.1023709,-0.21688233,-1.7677095,-0.10062425,-0.12687987,0.15345204,0.059505746,0.30795422,0.07504876,0.07020636,0.29602468,0.085047945,0.040787734,0.027931966,0.069388896,0.010245439,1416.6976473154762,1489.3131790013963,2547.382305194805,0.10070642248376624,5
-513.00055,50.58461,15.428731,31.841434,18.305447,-1.6984526,-19.988829,-13.863975,0.54820603,-8.502153,-3.1253188,4.077917,4.045405,-0.8765692,0.9633473,-0.18943289,-0.34468418,0.5638814,0.43027434,0.6068818,0.090324365,-0.19273128,0.28965288,0.27075285,0.2527138,0.25165585,-0.97138184,0.34950253,0.025108738,0.25062022,0.14780656,-0.12679516,0.0998248,-0.04418688,-0.030713676,-0.046148047,-0.073262036,0.063137285,-0.05089814,0.010292992,1787.4486723763378,1588.7118303485495,3062.7757352941176,0.14517463235294117,5
-672.90015,56.015125,-3.029965,18.127066,-1.5164039,-2.1759293,-8.54333,-12.8924465,-7.3388267,-3.8717535,-2.8191948,-0.88462925,-8.236104,-3.1789146e-08,-6.357829e-08,3.1789146e-08,0.0,1.1920929e-08,3.1789146e-08,-7.947286e-09,0.0,-1.9868216e-09,0.0,7.947286e-09,3.973643e-09,1.1920929e-08,1.5894573e-08,6.357829e-08,-1.9073487e-07,0.0,-1.1920929e-08,-1.5894573e-08,1.5894573e-08,0.0,1.9868216e-09,3.973643e-09,-1.1920929e-08,0.0,0.0,0.0022441873,2375.6225327937213,1878.7956688239335,4461.71875,0.32354329427083334,5
-605.2439,62.30033,-3.9592414,21.781096,1.6996454,-0.4882596,0.92815316,-4.0490446,0.09985585,-1.1126572,-0.27999297,-0.48576316,-1.0198731,0.25814086,0.17439227,-0.061912052,-0.035999637,0.029364962,0.029352617,0.0877821,0.10840407,0.02670342,-0.0011181907,0.013346316,-0.026865808,-0.013975109,-0.32115304,-0.24883564,0.020620428,0.026732344,-0.015421265,0.0019849334,-0.045597542,-0.06300002,0.020380797,0.050389033,0.033333726,0.06634518,0.04371354,0.0051429966,1770.9741286602734,1842.1255446460423,3851.9886363636365,0.19964044744318182,5
-483.1415,86.01118,14.3838215,2.18969,19.071968,3.2728617,-10.679216,-13.046648,1.3738418,-8.998305,3.945941,0.31148535,9.674232,-0.4059326,0.50088376,-0.46581987,-0.51437885,0.3725665,0.36296296,0.4291955,0.0034158032,-0.065756164,0.23062104,-0.041310877,-0.102796376,-0.06363451,-1.6285242,-0.25393036,-0.1713405,0.23411374,0.108415976,-0.09128195,0.22652921,0.16313864,-0.038555417,0.063826576,0.07756429,0.1019366,-0.039346308,0.015398494,1555.516190414303,1596.4904144176467,2767.6711309523807,0.10954357328869048,5
-413.59293,103.65018,48.942165,21.778696,9.100811,6.269002,3.424104,-1.4884559,1.0777266,2.863007,0.22406991,-0.9569184,-1.3898424,-0.0055045686,-0.017200788,0.04214524,-0.04106878,-0.0046675038,0.1270209,0.090656586,-0.002333277,-0.032452088,0.0018098818,0.03106919,0.012601386,-0.008844172,-0.048033133,-0.07524008,-0.13779496,-0.07138618,-0.030583462,0.05210316,0.045295555,-0.036794852,-0.008179062,0.01023779,0.0034343037,-0.031275086,-0.003958871,0.0063698036,1457.6007732382097,2021.382408412518,3484.375,0.07088216145833333,5
-412.18207,116.1186,47.44743,16.00076,12.416959,6.690554,-2.028847,-1.940433,2.9036734,3.8905835,0.6523865,-1.4911878,-1.8653768,0.07955205,-0.13449511,-0.104796,0.035968866,0.15599634,0.07966401,-0.04721326,0.0046305414,-0.1004717,-0.06737526,-0.0010106881,-0.08264517,-0.18302749,-0.3036437,-0.03139914,-0.17314045,-0.043095864,0.040644232,0.06642357,-0.023299884,-0.021285856,0.10844396,-0.0024037599,-0.0046420256,0.037739594,0.020034658,0.007965683,1227.5777486713134,1873.283840387969,2756.9010416666665,0.057568359375,5
-378.8425,67.93427,27.191685,13.860598,-5.0093565,17.245579,-15.192837,1.8735074,-7.1760964,-2.4353974,-7.05401,1.450143,3.709583,0.0064116367,0.52639073,-0.6065936,-0.37935215,0.104623236,0.30574003,-0.0492282,-0.023756444,0.35570812,0.17774239,-0.055693906,0.06561547,0.038235817,-1.9899752,0.6470865,-0.14450186,0.033958267,-0.13254063,0.12072738,-0.12218549,-0.014129954,0.01403613,-0.012768273,0.048069537,-0.024457816,0.049771503,0.031033846,2087.809793427102,1835.2437496496143,3974.9802215189875,0.1566950158227848,5
-691.8315,78.75368,4.971433,29.045053,11.37652,-2.2897713,-13.305055,-8.072376,-6.7048945,1.8936961,-11.574825,3.5694118,-2.4499536,1.1191337,0.512185,0.09886466,0.107816674,0.128769,0.11660411,0.044709254,0.107775055,0.050171144,0.038817015,0.033969596,0.04467768,0.027639689,-0.33817926,-0.19842096,-0.09830564,-0.16337417,-0.118398085,-0.043858096,0.009341571,0.020499844,0.029725043,0.02816517,-0.008073179,-0.04344927,-0.009685609,0.0010661596,1987.162141810473,1837.7227803838487,4050.1512096774195,0.246337890625,5
